        Тверская область;ru-tv;949533629;426743562;306859311;532693925;186584969;178674365;329068481;675552342;317148983;605997754;207599275;287819661;762159164;436508298;633990971;356408571;274146366;573258058;769441934;429035131;183329420
        Тульская область;ru-tl;184661406;149190305;228710755;190273675;828359864;596246149;157418310;255009781;881567175;371621524;288013281;558170313;111966291;820441847;355664532;213556625;612835961;398484060;783807311;389797773;925941816
        Ярославская область;ru-ys;272730934;465944332;128860291;879192382;993346980;794043578;274691651;364094949;256531478;364003815;919462647;770074439;879728381;895214093;822145925;187173201;855253587;964298396;738344718;193224227;279236041
        Город Москва столица Российской Федерации город федерального значения;ru-ms;124181430;835722700;253371390;805539794;153148142;833502124;747418669;270012866;818927392;710330039;306344971;771192516;836811355;500146724;188841415;632482464;444902762;711394020;711100237;322613188;576782529
        Республика Карелия;ru-ki;803249015;102620220;698042096;545080781;881511716;562528526;699147834;565300968;596610553;787021274;169717067;900351301;843087076;482069331;209520746;241939023;812967354;864931361;859420152;248510319;123870290
        Республика Коми;ru-ki;732983131;899667348;527132660;918594313;576504955;223177102;483065202;871415412;759530962;421608391;664112395;453388712;452358268;100032287;172326314;475561605;514508353;514458912;529547205;346108121;365914843
        Архангельская область;ru-ar;182132914;613309462;367920601;954442838;778283895;627186953;951505909;818187851;655346564;855818104;238042074;523481392;652432108;124406324;665272126;939711965;900711751;258078504;851021459;893721174;667867340
            Ненецкий автономный округ (Архангельская область);ru-nn;798547482;991002250;229238048;981316397;995283806;444103938;635811956;177429485;603603530;189109117;221768934;171282901;125950254;724547099;405362480;779585713;303998203;827428632;885265353;564516949;150781529
        Вологодская область;ru-vo;362499482;965881793;875922568;868160560;635174874;908984919;753644125;889782250;843837621;369375478;462448503;979354418;781540693;933235295;422942812;797941631;898433550;694505815;790155436;127364193;490231027
        Ростовская область;ru-ro;593519490;262322220;290861006;471874602;876544319;890758094;844865685;945621422;538755391;912360223;366697637;996119110;434194328;407504258;869678275;112361863;105200847;855256025;243829248;250181948;369034414
        Республика Дагестан;ru-da;524036214;566467644;178512706;744073167;481139828;711024025;793418556;416126331;627652551;790913611;186777673;976791679;606069302;961523064;171764782;861479522;491569005;323467154;332468671;125775348;619800399
        Республика Ингушетия*;ru-in;897879329;634061782;665359402;574289220;740476151;371071115;800717504;553287752;353549087;816255069;789930324;644848690;908885832;271834962;672257277;130907185;705833686;452474575;739610318;589104626;276928046
        Кабардино-Балкарская Республика;ru-kb;715817021;528161307;168528430;423245567;765498225;227832787;106035125;776267449;443292163;704598525;311991395;964764750;803223655;848556232;510176718;309228687;203211081;654447409;705982995;589352345;955209101
        Карачаево-Черкесская Республика;ru-kc;102829231;849234209;293380134;637591800;582999770;870402808;841598401;492679773;550834078;223643449;942425457;214704190;458755750;661108019;358869343;814344552;644865649;740575136;629748472;317719280;400075112
        Республика Северная Осетия-Алания;ru-no;652557945;885958947;585171748;213951079;456481445;805054259;563450363;378499016;592968362;681988146;876244701;414184591;706381461;265669598;489774100;755429267;602716867;891890122;281732336;150335314;773008990
        Чеченская Республика*;ru-cn;154383169;968612721;721943578;168971046;376714192;760361349;602882531;523704001;232757004;329338629;688019483;510690524;295915433;994538179;489246716;406351729;592613373;359091842;899007093;140057336;932135642
        Ставропольский край;ru-st;707133563;872009967;513839367;403139405;179215961;273949127;879794690;646035321;612095883;356114872;157291296;461643260;477770379;551234536;359978792;402541371;234957926;676736458;733553848;578767868;792781717
        Республика Башкортостан;ru-bk;315746294;905990489;554556539;247409942;850779567;261762822;452656774;772451668;614698214;265638890;200056595;972285824;497489868;692759746;698002745;417239046;606312092;597693330;536868915;976958438;322139649
        Республика Марий Эл;ru-me;980709536;789019419;155449680;808547703;381437692;268430952;830511569;106150954;513078675;385867285;822342146;909966429;434468123;554930014;736217804;899715986;620637996;953948068;779331961;156855825;392536983
        Республика Мордовия;ru-mr;197200079;752797247;530840479;685949432;947443162;558752230;390001714;677949743;752977552;817763131;434375873;153185992;846420711;326177382;795423267;537813332;219428101;917961094;576031797;362733313;757493150
        Республика Татарстан (Татарстан);ru-tt;781479326;796937265;307190792;630454790;589405526;645359892;107663317;637519148;886617856;319015521;186540529;155381373;734816623;687343699;232934941;586787041;553450686;551515941;628579451;893372420;112472881
        Удмуртская Республика;ru-ud;566483604;192105899;619764575;414804295;135872698;953397039;139713276;504198527;265078837;778907844;616558065;500986930;307877184;637105508;661627271;732475987;223448536;474916421;446927366;236985072;560725377
        Чувашская Республика - Чувашия;ru-cv;618431975;244315069;344436813;844541256;249811534;857520044;292137333;564410404;101393453;553527593;708658777;575244645;747498112;756028081;122471031;110580211;710720042;183540474;551727763;600427308;178864241
        Пермский край;ru-pe;695433064;994376747;361792991;801948961;479418784;973162137;882133275;567502757;839160800;501010108;803851988;943280575;274359719;962826466;472716278;677484451;444577144;691132212;288699870;766159790;547494336
        Кировская область;ru-kv;841743548;113739751;175454635;212383652;397000110;606654987;425782619;674205663;744895424;869169373;693852968;969034832;348907406;417565016;699844856;372171807;480498386;216503371;768038731;921777285;382810281
        Нижегородская область;ru-nz;668656639;163331270;480870973;337325378;938662536;686713008;281734331;363513593;413361762;411802220;721695775;900377529;534671268;231829310;186561882;880529606;377232646;373821054;896800921;257196607;876983342
        Оренбургская область;ru-ob;336432957;854633991;410531273;269956535;538578014;100467435;789588920;675382874;553848220;257750006;634927686;699480137;319808794;382056597;727162867;489537028;964439591;169212093;222879512;135088460;367199040
        Пензенская область;ru-pz;966377858;288802362;260691639;313320006;553278761;151213212;824799872;767269435;409960201;349681663;308180978;332510549;271197922;745058188;774081968;446281754;583083685;756775847;906781702;863650243;494856661
        Самарская область;ru-sa;903774440;556519630;868056506;779387137;128267841;877531991;126443615;449636589;409269241;161979269;261178317;183686142;632266281;342728469;804663708;320602233;537086777;660851701;884828326;645419602;187415843
        Саратовская область;ru-sr;825160361;428477657;276275734;989354697;233611123;297267173;514312033;109214918;981057090;949970688;266779801;293184305;908050188;151303946;615517807;891728422;662139721;771119697;473809412;636856870;203018585
        Ульяновская область;ru-ul;854137410;209504106;410294807;786412164;623054980;884603934;825856154;123849010;801592961;186680999;611660571;715943813;170681851;284953021;898971606;225790377;759641952;943350943;570829756;378212791;330856485
        Курганская область;ru-ku;338421694;491589609;414689263;114638605;801540984;749470456;261564186;710164792;874813818;477802312;456160571;598927977;528673012;377333425;309179751;653498341;525281094;920341124;627001116;661745756;467294935
        Свердловская область;ru-sv;959202295;481649029;204431297;858797881;500634654;403780415;477942276;392951534;110327840;370963446;179277555;553023343;648776230;854998564;274876250;871689722;109570119;824211703;626133992;709327519;468730937
        Тюменская область;ru-ty;759671660;786494321;625122890;737922579;824002281;210064223;888791543;503960338;476619753;220692709;768338771;249737383;290142222;522848981;277585141;758287047;859369754;220977799;964246080;699889856;841348590
            Ханты-Мансийский автономный округ - Югра (Тюменская область);ru-km;824590649;301271456;748487270;377001567;286626133;520400871;948531144;853970835;616075331;883540546;537934708;741983144;917518381;229252210;984051555;399709947;883618118;839876360;193701046;592119900;299187934
            Ямало-Ненецкий автономный округ (Тюменская область);ru-yn;169890171;604454461;587985988;655201235;630531050;944411781;267072925;946969221;802151362;118893867;898546613;773725074;209310435;444485672;812477150;605334073;524701638;197722716;499333319;431149399;829190387
        Челябинская область;ru-cl;918887829;367400170;970241270;760122367;183604628;767410859;449741894;333152028;581911972;626835615;899254840;870001503;928678846;939595207;826146866;134520869;570096305;602220297;974640431;749105738;830860264
        Республика Алтай;ru-ga;679373515;311533121;462694749;790242950;634767391;630761503;248687879;152975262;539570907;583225036;671783855;352002446;143908851;628133295;721316665;849376695;423861091;221524820;506150300;783056774;311397894
        Республика Тыва;ru-tu;751715750;411798727;261783615;371636233;251182538;744913125;334576028;248834042;695203894;117174862;568183740;857052752;705149292;543856120;649949648;315759142;189884202;826258059;763644126;926810571;505143434
        Республика Хакасия;ru-kk;423981490;534144032;122087645;763207955;162245756;416727499;791553557;407298784;255375552;907741899;162513381;272549830;407467161;994325326;588030754;445218519;620833484;324593427;278909313;375578089;362159575
        Алтайский край;ru-al;659421141;909527517;829755367;390522643;545936595;134476139;465310407;212238601;877674907;299875829;763594515;346598817;622801503;620437299;760161371;122417313;926915696;208723512;428106434;190306754;916819342
        Красноярский край;ru-ky;443860505;958108061;889319126;704466661;244873639;821866216;488485736;836153403;131980812;889937793;505493548;165633866;894830002;390265545;390626012;941714471;521701796;446981933;760989409;686125754;226327274
        Иркутская область;ru-ir;364931866;161690275;167327353;665858149;479393491;107819476;538252911;828183337;825267020;885202521;301140583;249626097;128773663;749829470;368738017;890953943;551785891;891433652;888476367;353181670;740468819
        Кемеровская область - Кузбасс;ru-ke;532581156;884665372;562543484;816933618;521557218;889305153;151870591;559454202;313086468;688429772;636709169;797399810;758896100;214493152;906779222;607168326;312348684;666491021;749276476;565647071;501559606
        Новосибирская область;ru-ns;353895071;711164998;959248580;522200369;672294286;618712699;370987595;513216186;608105769;240300843;166661648;536219665;183960943;993599869;809616218;208815420;894265445;533077102;479268291;233138889;449751562
        Омская область;ru-om;598235655;557347997;271993205;183030037;774109407;236218113;377234562;399250251;517689141;449906338;520830294;745624154;611094346;743425151;129694288;657837001;590506298;652197961;653788804;269856121;673975334
        Томская область;ru-to;165326546;686728545;118771733;740267145;791386066;828758087;877826135;432386898;956099130;245003557;877946279;798574262;556912322;284033605;518124046;304896185;420165673;161476943;207714417;559694941;842744377
        Республика Бурятия;ru-bu;114054887;773263455;844161245;237884052;720840911;413519914;338209214;111618066;943361764;165944324;756924742;421419132;773809092;608998765;405958739;374371543;692338293;514597511;154837839;566976078;950062314
        Забайкальский край;ru-ct;618264388;530089757;175997861;114563866;869012006;630155331;282290178;142453687;841243225;888422222;840291772;936230718;763990632;411237253;741819834;859054963;919637313;488930599;363158736;232982585;643171073
        Республика Саха (Якутия);ru-ck;159038633;663742626;427093737;318807174;685775538;413377381;852797725;103690794;809847515;759707381;840691132;504137534;830602257;306207600;815869412;552712171;976364816;640915332;108774216;788270833;261203122
        Камчатский край;ru-ka;145379808;123750940;559735239;368288933;908827197;406350499;979910585;369245169;596740751;769381233;374687306;655400787;548232206;925884344;251495121;220395949;575026007;648181930;908956330;704324628;334735099
        Приморский край;ru-pr;773927105;433498153;377232048;524284267;502105014;684986092;905214889;454906960;475418192;484126623;412597832;878695153;973549681;986474614;869041100;479364830;345602444;634944824;244441548;149269705;220824701
        Хабаровский край;ru-kh;723046494;921495356;167788526;681826681;780446009;682739628;599922412;406800831;832284917;611277373;378565686;583463269;835918801;195026604;566167746;190756882;505584442;241369870;393486317;302782142;411572623
        Амурская область;ru-am;449723247;440754117;343126219;300617205;986851313;569854772;618506209;836877911;396477959;763030617;720046152;467750928;417699676;415320662;503323921;197054446;241301682;831409623;273047789;905477529;655936386
        Магаданская область;ru-mg;988595708;693255183;657102933;233028807;498698456;909917421;574956141;215251578;288935993;680559950;823441535;673910725;898924423;502951789;267046508;366552211;615936645;624514921;690604622;971476047;262667533
        Сахалинская область;ru-sl;925348852;432880479;591676855;363988830;215317034;505208913;514289663;929377325;859621072;666088497;292380739;584475955;186886706;547126134;648923520;274900938;568046948;972184948;185175379;188330080;617547181
        Еврейская автономная область;ru-yv;381579298;724858915;854309956;396847379;969142929;586604369;403506158;789685068;746702939;859820284;136720080;553410159;429425765;834353753;995382476;125509849;136659337;557711598;244922245;632789147;834431643
        Чукотский автономный округ;ru-ck;131749420;938799039;805965676;490622349;624612563;149224516;715432391;935626218;855995917;956837878;820030663;733631886;448158970;187782743;420477340;157350005;950461457;281653549;514320624;209039787;939611411
